Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID2384,Becky,11-02-2021,11:54:14,Admin Support,N,N,,,
ID2385,Jim,11-02-2021,11:55:41,Payment related,Y,Y,31,0:00:47,4
ID2386,Dan,11-02-2021,11:55:41,Contract related,Y,Y,93,0:04:54,5
ID2387,Diane,11-02-2021,12:00:00,Payment related,N,N,,,
ID2388,Becky,11-02-2021,12:00:00,Admin Support,Y,Y,66,0:03:11,4
ID2389,Becky,11-02-2021,12:00:00,Payment related,N,N,,,
ID2390,Becky,11-02-2021,12:00:00,Admin Support,N,N,,,
ID2391,Diane,11-02-2021,12:04:19,Payment related,Y,Y,18,0:02:08,5
ID2392,Martha,11-02-2021,12:04:19,Admin Support,Y,Y,65,0:05:43,5
ID2393,Dan,11-02-2021,12:15:50,Contract related,Y,Y,116,0:04:12,2
ID2394,Dan,11-02-2021,12:15:50,Payment related,N,N,,,
ID2395,Stewart,11-02-2021,12:30:14,Payment related,N,N,,,
ID2396,Martha,11-02-2021,12:30:14,Admin Support,Y,Y,19,0:05:35,5
ID2397,Dan,11-02-2021,12:34:34,Technical Support,N,N,,,
ID2398,Greg,11-02-2021,12:34:34,Technical Support,Y,Y,120,0:06:54,3
ID2399,Martha,11-02-2021,12:36:00,Admin Support,Y,Y,32,0:00:55,3
ID2400,Stewart,11-02-2021,12:36:00,Admin Support,Y,Y,121,0:05:45,2
ID2401,Jim,11-02-2021,12:50:24,Contract related,N,N,,,
ID2402,Greg,11-02-2021,12:50:24,Admin Support,Y,Y,82,0:03:21,4
ID2403,Martha,11-02-2021,12:57:36,Contract related,Y,Y,53,0:02:18,4
ID2404,Stewart,11-02-2021,12:57:36,Payment related,N,N,,,
ID2405,Becky,11-02-2021,13:12:00,Technical Support,Y,Y,16,0:05:12,4
ID2406,Martha,11-02-2021,13:12:00,Admin Support,Y,Y,67,0:06:11,3
ID2407,Dan,11-02-2021,13:22:05,Streaming,Y,Y,95,0:02:59,4
ID2408,Diane,11-02-2021,13:22:05,Admin Support,Y,Y,75,0:02:42,3
ID2409,Jim,11-02-2021,13:30:43,Streaming,Y,Y,53,0:05:25,3
ID2410,Joe,11-02-2021,13:30:43,Contract related,Y,Y,116,0:00:49,5
ID2411,Stewart,11-02-2021,13:37:55,Technical Support,Y,Y,83,0:04:23,3
ID2412,Jim,11-02-2021,13:37:55,Contract related,Y,Y,92,0:02:15,4
ID2413,Martha,11-02-2021,13:46:34,Admin Support,Y,Y,24,0:02:41,3
ID2414,Martha,11-02-2021,13:46:34,Contract related,Y,Y,16,0:04:17,4
ID2415,Jim,11-02-2021,14:03:50,Contract related,Y,Y,24,0:02:22,5
ID2416,Martha,11-02-2021,14:03:50,Technical Support,Y,Y,114,0:03:49,2
ID2417,Jim,11-02-2021,14:03:50,Contract related,N,N,,,
ID2418,Jim,11-02-2021,14:03:50,Technical Support,Y,Y,120,0:05:57,4
ID2419,Martha,11-02-2021,14:25:26,Streaming,Y,Y,89,0:06:57,5
ID2420,Martha,11-02-2021,14:25:26,Payment related,Y,Y,83,0:01:29,4
ID2421,Dan,11-02-2021,14:52:48,Streaming,Y,Y,71,0:02:34,5
ID2422,Greg,11-02-2021,14:52:48,Streaming,Y,Y,62,0:02:00,4
ID2423,Becky,11-02-2021,15:04:19,Payment related,Y,Y,84,0:03:15,2
ID2424,Dan,11-02-2021,15:04:19,Technical Support,Y,Y,17,0:01:21,4
ID2425,Greg,11-02-2021,15:11:31,Contract related,Y,Y,24,0:03:51,4
ID2426,Joe,11-02-2021,15:11:31,Streaming,Y,Y,108,0:05:34,3
ID2427,Diane,11-02-2021,15:59:02,Payment related,Y,Y,13,0:02:04,3
ID2428,Becky,11-02-2021,15:59:02,Technical Support,Y,Y,119,0:06:23,3
ID2429,Dan,11-02-2021,16:29:17,Payment related,Y,Y,80,0:05:32,2
ID2430,Joe,11-02-2021,16:29:17,Contract related,Y,Y,99,0:01:52,4
ID2431,Martha,11-02-2021,16:50:53,Streaming,Y,Y,60,0:05:53,4
ID2432,Greg,11-02-2021,16:50:53,Admin Support,Y,Y,121,0:04:52,4
ID2433,Diane,11-02-2021,17:02:24,Technical Support,N,N,,,
ID2434,Becky,11-02-2021,17:02:24,Contract related,Y,Y,91,0:06:08,2
ID2435,Greg,11-02-2021,17:24:00,Payment related,Y,Y,91,0:01:45,2
ID2436,Diane,11-02-2021,17:24:00,Admin Support,Y,Y,99,0:01:05,3
ID2437,Martha,12-02-2021,9:12:58,Contract related,N,N,,,
ID2438,Joe,12-02-2021,9:12:58,Payment related,N,N,,,
ID2439,Martha,12-02-2021,10:00:29,Technical Support,Y,Y,101,0:05:16,3
ID2440,Diane,12-02-2021,10:00:29,Technical Support,Y,Y,61,0:04:25,1
ID2441,Becky,12-02-2021,10:13:26,Streaming,Y,Y,35,0:02:31,4
ID2442,Joe,12-02-2021,10:13:26,Contract related,Y,N,55,0:04:14,1
ID2443,Martha,12-02-2021,10:16:19,Admin Support,N,N,,,
ID2444,Jim,12-02-2021,10:16:19,Technical Support,N,N,,,
ID2445,Becky,12-02-2021,10:24:58,Admin Support,Y,Y,107,0:03:50,5
ID2446,Becky,12-02-2021,10:24:58,Streaming,Y,Y,21,0:07:00,5
ID2447,Joe,12-02-2021,10:26:24,Contract related,Y,Y,79,0:03:31,4
ID2448,Diane,12-02-2021,10:26:24,Payment related,Y,Y,67,0:02:17,3
ID2449,Becky,12-02-2021,10:32:10,Technical Support,Y,Y,32,0:01:52,3
ID2450,Becky,12-02-2021,10:32:10,Contract related,N,N,,,
ID2451,Martha,12-02-2021,10:46:34,Contract related,Y,Y,79,0:04:45,4
ID2452,Jim,12-02-2021,10:46:34,Admin Support,Y,Y,117,0:03:59,3
ID2453,Dan,12-02-2021,10:53:46,Technical Support,Y,Y,110,0:04:31,4
ID2454,Dan,12-02-2021,10:53:46,Admin Support,Y,Y,31,0:00:32,4
ID2455,Dan,12-02-2021,11:08:10,Contract related,N,N,,,
ID2456,Greg,12-02-2021,11:08:10,Streaming,Y,Y,87,0:06:30,4
ID2457,Becky,12-02-2021,11:26:53,Technical Support,Y,Y,99,0:06:55,5
ID2458,Martha,12-02-2021,11:26:53,Streaming,Y,Y,83,0:03:43,4
ID2459,Diane,12-02-2021,11:54:14,Admin Support,Y,Y,36,0:06:13,3
ID2460,Dan,12-02-2021,11:54:14,Admin Support,Y,Y,67,0:06:52,3
ID2461,Stewart,12-02-2021,12:14:24,Technical Support,Y,Y,91,0:03:06,4
ID2462,Dan,12-02-2021,12:14:24,Technical Support,N,N,,,
ID2463,Greg,12-02-2021,12:24:29,Streaming,Y,Y,29,0:05:56,3
ID2464,Diane,12-02-2021,12:24:29,Admin Support,Y,Y,86,0:04:12,1
ID2465,Jim,12-02-2021,12:50:24,Payment related,Y,Y,58,0:01:52,5
ID2466,Greg,12-02-2021,12:50:24,Payment related,Y,Y,57,0:00:46,1
ID2467,Jim,12-02-2021,13:07:41,Streaming,Y,Y,70,0:04:48,3
ID2468,Jim,12-02-2021,13:07:41,Admin Support,N,N,,,
ID2469,Joe,12-02-2021,13:24:58,Contract related,Y,Y,77,0:02:20,4
ID2470,Dan,12-02-2021,13:24:58,Contract related,Y,Y,31,0:05:16,5
ID2471,Diane,12-02-2021,13:29:17,Technical Support,Y,Y,43,0:00:56,2
ID2472,Jim,12-02-2021,13:29:17,Technical Support,Y,Y,38,0:05:06,4
ID2473,Diane,12-02-2021,15:53:17,Technical Support,N,N,,,
ID2474,Diane,12-02-2021,15:53:17,Contract related,Y,N,83,0:02:24,5
ID2475,Jim,12-02-2021,17:13:55,Admin Support,Y,Y,122,0:04:31,5
ID2476,Dan,12-02-2021,17:13:55,Technical Support,Y,Y,42,0:06:48,5
ID2477,Becky,12-02-2021,17:52:48,Streaming,Y,Y,61,0:01:11,4
ID2478,Jim,12-02-2021,17:52:48,Streaming,Y,N,103,0:03:57,3
ID2479,Becky,12-02-2021,17:52:48,Streaming,Y,Y,110,0:05:26,4
ID2480,Diane,12-02-2021,17:52:48,Streaming,N,N,,,
ID2481,Martha,13-02-2021,9:14:24,Payment related,N,N,,,
ID2482,Dan,13-02-2021,9:14:24,Technical Support,N,N,,,
ID2483,Martha,13-02-2021,9:33:07,Technical Support,Y,Y,88,0:02:15,2
ID2484,Jim,13-02-2021,9:33:07,Streaming,N,N,,,
ID2485,Stewart,13-02-2021,9:36:00,Technical Support,Y,Y,57,0:02:24,5
ID2486,Jim,13-02-2021,9:36:00,Payment related,N,N,,,
ID2487,Becky,13-02-2021,9:41:46,Contract related,N,N,,,
ID2488,Dan,13-02-2021,9:41:46,Contract related,Y,Y,37,0:06:05,3
ID2489,Greg,13-02-2021,9:54:43,Payment related,Y,Y,62,0:01:14,2
ID2490,Greg,13-02-2021,9:54:43,Streaming,Y,Y,48,0:01:27,4
ID2491,Dan,13-02-2021,10:10:34,Technical Support,Y,Y,123,0:03:12,3
ID2492,Greg,13-02-2021,10:10:34,Contract related,Y,Y,83,0:00:50,5
ID2493,Joe,13-02-2021,10:33:36,Admin Support,Y,Y,23,0:02:51,5
ID2494,Dan,13-02-2021,10:33:36,Payment related,N,N,,,
ID2495,Greg,13-02-2021,10:45:07,Streaming,Y,N,27,0:05:11,3
ID2496,Joe,13-02-2021,10:45:07,Admin Support,Y,Y,78,0:06:23,5
ID2497,Becky,13-02-2021,11:03:50,Streaming,Y,Y,82,0:05:12,3
ID2498,Jim,13-02-2021,11:03:50,Streaming,Y,Y,50,0:05:27,4
ID2499,Diane,13-02-2021,11:32:38,Admin Support,Y,Y,90,0:01:08,4
ID2500,Joe,13-02-2021,11:32:38,Admin Support,Y,Y,89,0:05:13,3
ID2501,Martha,13-02-2021,12:12:58,Payment related,Y,Y,79,0:06:47,1
ID2502,Greg,13-02-2021,12:12:58,Contract related,Y,Y,123,0:06:42,2
ID2503,Dan,13-02-2021,12:25:55,Admin Support,Y,Y,97,0:02:32,1
ID2504,Dan,13-02-2021,12:25:55,Technical Support,Y,Y,74,0:05:57,3
ID2505,Jim,13-02-2021,12:27:22,Admin Support,Y,Y,68,0:03:10,5
ID2506,Joe,13-02-2021,12:27:22,Streaming,Y,Y,100,0:04:26,5
ID2507,Jim,13-02-2021,12:28:48,Admin Support,N,N,,,
ID2508,Martha,13-02-2021,12:28:48,Contract related,Y,Y,34,0:04:29,4
ID2509,Dan,13-02-2021,12:47:31,Technical Support,N,N,,,
ID2510,Greg,13-02-2021,12:47:31,Contract related,Y,Y,33,0:03:46,1
ID2511,Greg,13-02-2021,12:53:17,Contract related,Y,Y,63,0:05:13,5
ID2512,Greg,13-02-2021,12:53:17,Technical Support,Y,Y,54,0:02:58,1
ID2513,Greg,13-02-2021,13:13:26,Admin Support,N,N,,,
ID2514,Greg,13-02-2021,13:13:26,Technical Support,Y,Y,91,0:03:42,2
ID2515,Becky,13-02-2021,13:16:19,Payment related,Y,Y,89,0:04:15,4
ID2516,Joe,13-02-2021,13:16:19,Payment related,Y,Y,75,0:04:39,5
ID2517,Greg,13-02-2021,13:30:43,Streaming,Y,Y,54,0:00:35,4
ID2518,Stewart,13-02-2021,13:30:43,Payment related,Y,Y,43,0:03:08,3
ID2519,Stewart,13-02-2021,14:28:19,Admin Support,Y,Y,45,0:06:53,4
ID2520,Martha,13-02-2021,14:28:19,Payment related,Y,Y,79,0:00:31,5
ID2521,Joe,13-02-2021,14:39:50,Technical Support,Y,Y,27,0:03:14,3
ID2522,Diane,13-02-2021,14:39:50,Payment related,Y,Y,59,0:05:33,3
ID2523,Stewart,13-02-2021,15:14:24,Contract related,Y,N,70,0:00:52,4
ID2524,Dan,13-02-2021,15:14:24,Payment related,Y,N,92,0:01:26,5
ID2525,Greg,13-02-2021,15:33:07,Technical Support,Y,Y,96,0:04:35,2
ID2526,Becky,13-02-2021,15:33:07,Streaming,Y,Y,79,0:05:10,5
ID2527,Greg,13-02-2021,15:57:36,Admin Support,Y,Y,115,0:01:05,5
ID2528,Jim,13-02-2021,15:57:36,Payment related,Y,Y,71,0:05:46,3
ID2529,Martha,13-02-2021,16:16:19,Streaming,N,N,,,
ID2530,Stewart,13-02-2021,16:16:19,Payment related,Y,N,124,0:05:41,4
ID2531,Diane,13-02-2021,16:50:53,Payment related,N,N,,,
ID2532,Joe,13-02-2021,16:50:53,Contract related,Y,Y,35,0:00:31,5
ID2533,Dan,13-02-2021,17:18:14,Contract related,Y,Y,106,0:03:22,3
ID2534,Dan,13-02-2021,17:18:14,Contract related,Y,Y,32,0:03:33,4
ID2535,Jim,14-02-2021,9:07:12,Payment related,Y,Y,119,0:04:18,4
ID2536,Greg,14-02-2021,9:07:12,Contract related,Y,Y,112,0:04:29,2
ID2537,Stewart,14-02-2021,9:38:53,Technical Support,Y,Y,49,0:04:10,1
ID2538,Stewart,14-02-2021,9:38:53,Contract related,N,N,,,
ID2539,Joe,14-02-2021,9:46:05,Admin Support,Y,Y,74,0:04:54,3
ID2540,Greg,14-02-2021,9:46:05,Streaming,Y,N,117,0:02:45,4
ID2541,Jim,14-02-2021,9:48:58,Contract related,N,N,,,
ID2542,Diane,14-02-2021,9:48:58,Admin Support,Y,Y,40,0:06:51,1
ID2543,Martha,14-02-2021,10:24:58,Contract related,Y,Y,87,0:04:53,5
ID2544,Martha,14-02-2021,10:24:58,Streaming,Y,Y,58,0:01:24,4
ID2545,Becky,14-02-2021,10:30:43,Technical Support,Y,Y,84,0:06:00,4
ID2546,Jim,14-02-2021,10:30:43,Payment related,Y,Y,54,0:02:17,2
ID2547,Dan,14-02-2021,10:52:19,Contract related,Y,Y,13,0:05:36,5
ID2548,Diane,14-02-2021,10:52:19,Technical Support,N,N,,,
ID2549,Jim,14-02-2021,11:54:14,Technical Support,Y,Y,42,0:00:36,4
ID2550,Stewart,14-02-2021,11:54:14,Payment related,Y,Y,12,0:02:36,1
ID2551,Diane,14-02-2021,12:31:41,Admin Support,Y,Y,13,0:04:40,3
ID2552,Greg,14-02-2021,12:31:41,Contract related,N,N,,,
ID2553,Diane,14-02-2021,12:41:46,Streaming,Y,Y,100,0:03:11,5
ID2554,Joe,14-02-2021,12:41:46,Payment related,Y,Y,70,0:01:10,2
ID2555,Stewart,14-02-2021,12:57:36,Streaming,N,N,,,
ID2556,Jim,14-02-2021,12:57:36,Technical Support,N,N,,,
ID2557,Becky,14-02-2021,13:13:26,Technical Support,Y,Y,102,0:05:53,4
ID2558,Becky,14-02-2021,13:13:26,Technical Support,Y,Y,82,0:03:19,3
ID2559,Joe,14-02-2021,13:26:24,Streaming,Y,N,24,0:04:07,5
ID2560,Stewart,14-02-2021,13:26:24,Admin Support,Y,Y,10,0:01:39,5
ID2561,Jim,14-02-2021,13:46:34,Payment related,N,N,,,
ID2562,Stewart,14-02-2021,13:46:34,Streaming,Y,Y,80,0:05:01,1
ID2563,Stewart,14-02-2021,13:50:53,Technical Support,Y,Y,63,0:06:14,4
ID2564,Greg,14-02-2021,13:50:53,Contract related,Y,Y,43,0:06:53,4
ID2565,Dan,14-02-2021,14:21:07,Payment related,N,N,,,
ID2566,Diane,14-02-2021,14:21:07,Payment related,Y,Y,87,0:02:02,4
ID2567,Joe,14-02-2021,14:24:00,Technical Support,Y,Y,125,0:06:04,4
ID2568,Stewart,14-02-2021,14:24:00,Payment related,Y,Y,56,0:03:52,1
ID2569,Greg,14-02-2021,14:49:55,Payment related,Y,Y,88,0:03:46,3
ID2570,Jim,14-02-2021,14:49:55,Payment related,Y,Y,45,0:01:17,4
ID2571,Dan,14-02-2021,14:51:22,Technical Support,Y,Y,24,0:02:01,4
ID2572,Jim,14-02-2021,14:51:22,Contract related,Y,Y,23,0:04:12,5
ID2573,Becky,14-02-2021,15:34:34,Payment related,Y,Y,66,0:06:47,5
ID2574,Martha,14-02-2021,15:34:34,Admin Support,N,N,,,
ID2575,Joe,14-02-2021,16:27:50,Streaming,Y,Y,67,0:01:35,4
ID2576,Becky,14-02-2021,16:27:50,Technical Support,Y,Y,39,0:05:14,1
ID2577,Becky,14-02-2021,16:37:55,Streaming,Y,Y,70,0:00:39,1
ID2578,Jim,14-02-2021,16:37:55,Admin Support,Y,Y,40,0:06:39,5
ID2579,Stewart,14-02-2021,16:37:55,Contract related,N,N,,,
ID2580,Martha,14-02-2021,16:37:55,Admin Support,Y,Y,28,0:06:26,3
ID2581,Joe,14-02-2021,16:50:53,Technical Support,Y,Y,107,0:03:39,2
ID2582,Stewart,14-02-2021,16:50:53,Payment related,Y,Y,62,0:04:42,4
ID2583,Diane,14-02-2021,16:53:46,Technical Support,Y,Y,80,0:04:20,4
ID2584,Stewart,14-02-2021,16:53:46,Contract related,Y,Y,63,0:03:06,3
ID2585,Becky,14-02-2021,17:09:36,Technical Support,Y,Y,36,0:05:18,3
ID2586,Dan,14-02-2021,17:09:36,Contract related,Y,Y,64,0:02:05,3
ID2587,Greg,14-02-2021,17:09:36,Contract related,Y,Y,110,0:05:43,3
ID2588,Jim,14-02-2021,17:09:36,Admin Support,Y,Y,43,0:06:22,3
ID2589,Jim,14-02-2021,17:11:02,Technical Support,Y,Y,76,0:04:44,5
ID2590,Joe,14-02-2021,17:11:02,Technical Support,Y,Y,45,0:02:29,2
ID2591,Martha,14-02-2021,17:36:58,Streaming,Y,N,109,0:01:12,3
ID2592,Joe,14-02-2021,17:36:58,Streaming,Y,Y,68,0:06:54,4
ID2593,Greg,14-02-2021,17:42:43,Contract related,Y,N,99,0:06:54,1
ID2594,Dan,14-02-2021,17:42:43,Contract related,Y,Y,27,0:04:05,4
ID2595,Greg,15-02-2021,9:00:00,Streaming,Y,Y,14,0:00:58,3
ID2596,Greg,15-02-2021,9:00:00,Admin Support,Y,Y,81,0:04:21,3
ID2597,Dan,15-02-2021,9:33:07,Admin Support,Y,Y,24,0:03:07,3
ID2598,Dan,15-02-2021,9:33:07,Contract related,Y,Y,13,0:05:48,1
ID2599,Becky,15-02-2021,10:01:55,Technical Support,Y,Y,89,0:00:53,1
ID2600,Becky,15-02-2021,10:01:55,Streaming,Y,Y,103,0:05:57,4
ID2601,Jim,15-02-2021,10:01:55,Payment related,Y,Y,103,0:03:48,3
ID2602,Greg,15-02-2021,10:01:55,Payment related,N,N,,,
ID2603,Stewart,15-02-2021,10:20:38,Contract related,Y,N,59,0:03:31,3
ID2604,Joe,15-02-2021,10:20:38,Payment related,Y,Y,113,0:01:38,3
ID2605,Diane,15-02-2021,11:12:29,Contract related,Y,Y,69,0:01:52,2
ID2606,Diane,15-02-2021,11:12:29,Technical Support,Y,Y,69,0:01:51,2
ID2607,Becky,15-02-2021,11:34:05,Technical Support,Y,N,11,0:05:07,4
ID2608,Dan,15-02-2021,11:34:05,Contract related,Y,Y,75,0:04:11,2
ID2609,Jim,15-02-2021,11:41:17,Technical Support,Y,N,24,0:02:32,5
ID2610,Becky,15-02-2021,11:41:17,Admin Support,Y,Y,124,0:06:08,3
ID2611,Greg,15-02-2021,11:45:36,Admin Support,Y,Y,32,0:02:34,5
ID2612,Stewart,15-02-2021,11:45:36,Admin Support,Y,Y,105,0:06:34,5
ID2613,Becky,15-02-2021,11:48:29,Technical Support,N,N,,,
ID2614,Jim,15-02-2021,11:48:29,Payment related,Y,Y,94,0:01:03,4
ID2615,Joe,15-02-2021,12:07:12,Contract related,Y,Y,107,0:02:16,4
ID2616,Diane,15-02-2021,12:07:12,Admin Support,Y,Y,79,0:05:33,5
ID2617,Dan,15-02-2021,12:21:36,Contract related,N,N,,,
ID2618,Becky,15-02-2021,12:21:36,Admin Support,Y,Y,59,0:02:05,4
ID2619,Dan,15-02-2021,12:38:53,Technical Support,Y,N,117,0:04:54,3
ID2620,Martha,15-02-2021,12:38:53,Streaming,Y,Y,37,0:01:51,3
ID2621,Dan,15-02-2021,13:00:29,Admin Support,Y,Y,94,0:05:20,4
ID2622,Becky,15-02-2021,13:00:29,Technical Support,Y,Y,120,0:02:45,1
ID2623,Jim,15-02-2021,13:26:24,Contract related,N,N,,,
ID2624,Martha,15-02-2021,13:26:24,Streaming,Y,Y,50,0:06:47,2
ID2625,Becky,15-02-2021,13:39:22,Payment related,Y,Y,47,0:02:28,5
ID2626,Stewart,15-02-2021,13:39:22,Streaming,N,N,,,
ID2627,Dan,15-02-2021,13:42:14,Admin Support,Y,Y,118,0:02:53,5
ID2628,Becky,15-02-2021,13:42:14,Admin Support,N,N,,,
ID2629,Greg,15-02-2021,14:28:19,Technical Support,N,N,,,
ID2630,Jim,15-02-2021,14:28:19,Technical Support,Y,Y,14,0:01:13,5
ID2631,Dan,15-02-2021,14:29:46,Technical Support,Y,Y,88,0:01:09,3
ID2632,Joe,15-02-2021,14:29:46,Streaming,Y,Y,124,0:00:52,4
ID2633,Diane,15-02-2021,14:44:10,Payment related,Y,Y,18,0:00:48,5
ID2634,Dan,15-02-2021,14:44:10,Admin Support,Y,Y,22,0:02:05,3
ID2635,Jim,15-02-2021,14:51:22,Technical Support,N,N,,,
ID2636,Becky,15-02-2021,14:51:22,Streaming,Y,Y,94,0:06:18,5
ID2637,Becky,15-02-2021,14:57:07,Technical Support,Y,N,54,0:03:36,3
ID2638,Greg,15-02-2021,14:57:07,Contract related,Y,N,44,0:03:17,5
ID2639,Greg,15-02-2021,15:46:05,Admin Support,Y,Y,28,0:04:23,3
ID2640,Jim,15-02-2021,15:46:05,Payment related,Y,Y,103,0:03:12,3
ID2641,Joe,15-02-2021,15:47:31,Technical Support,Y,Y,25,0:00:47,4
ID2642,Becky,15-02-2021,15:47:31,Streaming,N,N,,,
ID2643,Jim,15-02-2021,16:01:55,Streaming,Y,Y,84,0:04:10,3
ID2644,Dan,15-02-2021,16:01:55,Streaming,Y,Y,36,0:03:57,4
ID2645,Becky,15-02-2021,17:11:02,Payment related,N,N,,,
ID2646,Stewart,15-02-2021,17:11:02,Payment related,Y,Y,42,0:03:41,4
ID2647,Dan,15-02-2021,17:18:14,Streaming,Y,Y,124,0:03:51,3
ID2648,Stewart,15-02-2021,17:18:14,Technical Support,Y,Y,99,0:03:40,5
ID2649,Diane,15-02-2021,17:19:41,Streaming,Y,Y,124,0:04:23,5
ID2650,Greg,15-02-2021,17:19:41,Admin Support,Y,Y,55,0:06:25,5
ID2651,Dan,15-02-2021,17:45:36,Admin Support,N,N,,,
ID2652,Jim,15-02-2021,17:45:36,Payment related,N,N,,,
ID2653,Greg,16-02-2021,9:07:12,Admin Support,Y,Y,64,0:05:06,2
ID2654,Diane,16-02-2021,9:07:12,Technical Support,Y,Y,82,0:04:54,2
ID2655,Diane,16-02-2021,10:04:48,Streaming,Y,Y,50,0:03:19,4
ID2656,Stewart,16-02-2021,10:04:48,Contract related,Y,Y,100,0:03:42,4
ID2657,Jim,16-02-2021,10:23:31,Admin Support,Y,Y,26,0:06:54,3
ID2658,Dan,16-02-2021,10:23:31,Payment related,Y,Y,75,0:04:14,2
ID2659,Greg,16-02-2021,10:30:43,Technical Support,Y,Y,26,0:06:28,3
ID2660,Dan,16-02-2021,10:30:43,Payment related,Y,Y,21,0:05:08,3
ID2661,Stewart,16-02-2021,10:30:43,Admin Support,Y,Y,53,0:00:31,1
ID2662,Greg,16-02-2021,10:30:43,Streaming,Y,Y,109,0:02:37,3
ID2663,Becky,16-02-2021,11:06:43,Streaming,Y,Y,108,0:06:04,3
ID2664,Stewart,16-02-2021,11:06:43,Contract related,Y,Y,58,0:05:16,5
ID2665,Stewart,16-02-2021,11:12:29,Payment related,Y,Y,14,0:05:51,5
ID2666,Martha,16-02-2021,11:12:29,Contract related,Y,Y,74,0:05:31,4
ID2667,Jim,16-02-2021,11:18:14,Contract related,N,N,,,
ID2668,Jim,16-02-2021,11:18:14,Streaming,Y,Y,54,0:02:46,5
ID2669,Greg,16-02-2021,11:26:53,Streaming,Y,Y,18,0:03:43,4
ID2670,Joe,16-02-2021,11:26:53,Payment related,Y,Y,39,0:06:13,3
ID2671,Martha,16-02-2021,12:10:05,Payment related,Y,Y,31,0:03:17,1
ID2672,Diane,16-02-2021,12:10:05,Technical Support,Y,Y,118,0:05:00,3
ID2673,Diane,16-02-2021,12:50:24,Payment related,N,N,,,
ID2674,Joe,16-02-2021,12:50:24,Contract related,Y,Y,118,0:05:58,3
ID2675,Jim,16-02-2021,13:03:22,Payment related,Y,Y,69,0:03:37,4
ID2676,Greg,16-02-2021,13:03:22,Payment related,Y,Y,125,0:06:21,5
ID2677,Dan,16-02-2021,14:26:53,Streaming,Y,N,47,0:02:41,3
ID2678,Joe,16-02-2021,14:26:53,Payment related,Y,Y,53,0:01:04,1
ID2679,Diane,16-02-2021,14:48:29,Streaming,Y,N,55,0:04:37,2
ID2680,Martha,16-02-2021,14:48:29,Admin Support,Y,Y,91,0:05:30,2
ID2681,Joe,16-02-2021,14:54:14,Technical Support,Y,Y,37,0:05:23,3
ID2682,Jim,16-02-2021,14:54:14,Admin Support,Y,Y,118,0:04:53,4
ID2683,Dan,16-02-2021,15:07:12,Technical Support,Y,Y,37,0:05:36,5
ID2684,Becky,16-02-2021,15:07:12,Admin Support,Y,Y,124,0:04:04,4
ID2685,Greg,16-02-2021,15:20:10,Technical Support,Y,Y,105,0:01:35,4
ID2686,Diane,16-02-2021,15:20:10,Admin Support,N,N,,,
ID2687,Greg,16-02-2021,15:34:34,Technical Support,Y,Y,36,0:03:27,1
ID2688,Martha,16-02-2021,15:34:34,Streaming,Y,Y,87,0:06:52,4
ID2689,Becky,16-02-2021,16:04:48,Technical Support,Y,Y,98,0:05:02,4
ID2690,Dan,16-02-2021,16:04:48,Admin Support,N,N,,,
ID2691,Joe,16-02-2021,16:14:53,Payment related,Y,Y,37,0:02:51,3
ID2692,Jim,16-02-2021,16:14:53,Streaming,Y,Y,65,0:04:48,1
ID2693,Diane,16-02-2021,16:24:58,Contract related,Y,Y,117,0:06:27,3
ID2694,Dan,16-02-2021,16:24:58,Streaming,Y,Y,70,0:01:42,4
ID2695,Greg,16-02-2021,16:29:17,Streaming,N,N,,,
ID2696,Becky,16-02-2021,16:29:17,Streaming,Y,Y,30,0:05:33,3
ID2697,Becky,16-02-2021,16:32:10,Technical Support,N,N,,,
ID2698,Jim,16-02-2021,16:32:10,Technical Support,Y,N,53,0:04:39,3
ID2699,Becky,16-02-2021,17:12:29,Streaming,Y,Y,69,0:05:11,4
ID2700,Stewart,16-02-2021,17:12:29,Contract related,Y,Y,109,0:04:10,1
ID2701,Dan,16-02-2021,17:28:19,Technical Support,Y,Y,17,0:00:42,5
ID2702,Martha,16-02-2021,17:28:19,Streaming,Y,Y,109,0:04:52,4
ID2703,Greg,16-02-2021,17:31:12,Contract related,Y,Y,50,0:05:46,5
ID2704,Becky,16-02-2021,17:31:12,Admin Support,Y,N,22,0:03:31,3
ID2705,Diane,16-02-2021,17:45:36,Contract related,Y,Y,100,0:02:35,4
ID2706,Stewart,16-02-2021,17:45:36,Streaming,Y,Y,101,0:05:15,3
ID2707,Becky,16-02-2021,17:52:48,Payment related,Y,Y,15,0:02:49,3
ID2708,Diane,16-02-2021,17:52:48,Contract related,Y,Y,59,0:04:29,5
ID2709,Stewart,17-02-2021,9:01:26,Contract related,Y,Y,93,0:03:15,3
ID2710,Becky,17-02-2021,9:01:26,Payment related,Y,Y,81,0:06:25,4
ID2711,Jim,17-02-2021,9:17:17,Admin Support,Y,Y,20,0:02:11,1
ID2712,Greg,17-02-2021,9:17:17,Contract related,Y,Y,47,0:00:35,3
ID2713,Diane,17-02-2021,9:23:02,Admin Support,Y,N,17,0:03:02,1
ID2714,Stewart,17-02-2021,9:23:02,Payment related,Y,N,15,0:01:04,3
ID2715,Diane,17-02-2021,9:34:34,Technical Support,Y,Y,94,0:06:10,5
ID2716,Martha,17-02-2021,9:34:34,Technical Support,Y,Y,10,0:02:15,5
